Name/Word,Frequency,Confidence_Score,Script Type,Found Form,Language,Monier Williams Meaning,Etymology,Page#,Part#,Context/Line#,Proper Noun/Epithet/Place,Notes
Srivif,1,0.6,roman,Srivif,Mixed,Name/epithet requiring verification,Unknown,Page 73,Part 9,"ively the kind-hearted Consort of Laktmi who assumed the form of a child, said these sweet words: Srivif'}U said: 26-29. Now, dear son, create duly nether worlds,"",earth, rivers, seas and forests in t...",sacred_place,"Pattern: sa, Important: False, Confidence: 0.6"
Srivlisudeva,1,0.6,roman,Srivlisudeva,Mixed,Name/epithet requiring verification,Unknown,Page 42,Part 5,By means of its mere contact it bestows salvation. On its eastern bank is the body (i.e. idol) of Srivlisudeva made out of sapphires. 1 It is directly the bestower of salvation. He who takes his holy ...,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srivq,1,0.6,roman,Srivq,Mixed,Name/epithet requiring verification,Unknown,Page 359,Part 19,"Naivedya of different kinds in due order. 41. The Naivedya should consist of Kha,µJa, La4t/:u.ka, Srivq,a, Kamsiira, A.ioka Pallava (sprouts and shoots of Asoka), Svastika Downloaded from https://www....",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srivrkfa,1,0.6,roman,Srivrkfa,Mixed,Name/epithet requiring verification,Unknown,Page 323,Part 13,"mpassion for all the worlds, the Kalpa trees were • born. Among them the Bilva tree is praised as Srivrkfa. Be- neath that tree there was seated a gold-lwtred being. He was seen by Brahma, the creator...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srivrlila,1,0.6,roman,Srivrlila,Mixed,Name/epithet requiring verification,Unknown,Page 164,Part 19,"es exceed fourteen - See, Vase 64) Kesari. Saroatobhadra, Nadana, Nanti&ialalca, Nandisa, Mandara, Srivrlila, Amrtodbhava. Himavan, Hemalcii.la. Kailasa, Prthivijaya, lndranila. Mahanila. Bhudhara, Ra...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srivrqa,1,0.6,roman,Srivrqa,Mixed,Name/epithet requiring verification,Unknown,Page 323,Part 13,"its power no weapon shall afflict you in war."" 1. Bilva i1 one of the Kalpa Vrqaa and ia known u Srivrqa, Brahmi after meditation found a sublime penon under a Bilva tree. He made him a kin1. lndra pr...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srivzlri,1,0.6,roman,Srivzlri,Mixed,Name/epithet requiring verification,Unknown,Page 449,Part 18,"al girdle. she became grief-stnckcn due to her lo,, of n>njugal felicity. She then cursed V1dhi. Srivzlri mid: 1-1. 0 Pitamaha, though I ,un blemil'lhless, I have been adandoned by you. Hence for the ...",sacred_place,"Pattern: sa, Important: False, Confidence: 0.6"
SriWJ,1,0.6,roman,SriWJ,Mixed,Name/epithet requiring verification,Unknown,Page 344,Part 15,"187, 202, 507, 335, SM, 418, 437,466,564,579,581,582 Sraddha at Someivara 286 Sriddha rites 181 SriWJ}a I 04 Srivai,r day 79 Sri 71, 3!19, 344, 348, 560 Sri nrvi 78 Sridhara to be remembered in Sri",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sriyavrtta,1,0.6,roman,Sriyavrtta,Mixed,Name/epithet requiring verification,Unknown,Page 297,Part 19,286 Skanda Pura'f}a 18. In the earlier Kalpa it was Sriyavrtta. In the second Kalpa it is Vamana. In the third it is Vajrariga and in the fourth it is Kamalapri,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
SrJJcr,1,0.6,roman,SrJJcr,Mixed,Name/epithet requiring verification,Unknown,Page 272,Part 6,"ns beginning with carnally approaching forbidden women, he is liberated from them if he glorifies SrJJcr,r.ia at least once, even at the time of his death. 62. A man may be of impure mind. He may not ...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
SrJkr,1,0.6,roman,SrJkr,Mixed,Name/epithet requiring verification,Unknown,Page 271,Part 6,sharp fangs? He will perish on being burned by the fire i&suing forth from the wood of the name of SrJkr$1)a. 46. Excepting remembering Srilc'li;ta there is no other medicine for men who are burned by,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srlbhlgavata,1,0.6,roman,Srlbhlgavata,Mixed,Name/epithet requiring verification,Unknown,Page 297,Part 6,"Well done! 0 Siita, live long! Guide us like this for a long time. The unprecedented greatness of Srlbhlgavata has been heard directly from your mouth. Tell us its form, its extent and the mode of lis...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srldevl,1,0.6,roman,Srldevl,Mixed,Name/epithet requiring verification,Unknown,Page 215,Part 2,", the future events do take place. Hence O girl, no purpose will be served by 1neans of penance."" Srldevl replied: 18. My opinion is that this statement of yours is not correct. It is not through dest...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srliddha,1,0.6,roman,Srliddha,Mixed,Name/epithet requiring verification,Unknown,Page 129,Part 3,res is obtained as long as they are alive and liberation when they cease to live. SO. Through the Srliddha rite performed here even those persons who die elsewhere attain salvation despite their being...,divine_relation,"Pattern: sa, Important: False, Confidence: 0.6"
Srlkmta,1,0.6,roman,Srlkmta,Mixed,Name/epithet requiring verification,Unknown,Page 291,Part 6,", Vajn i1 the dispcller of the fear of tbOIC ""Vbo resort to him. His place iJ at the right foot of Srlkmta. (1bis suuesta the Vajra mart o■ Knoa's sole.,t. Downloaded from https://www.holybooks.com",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srllddha,1,0.6,roman,Srllddha,Mixed,Name/epithet requiring verification,Unknown,Page 214,Part 5,-moon day of Nahhasya (Bhldrapada). The new-moon day or Bhldrapada is specially meant for offering Srllddha to Pitrs and Is hence called • Suvapitrl amlvl.syr. Downloaded from https://www.holybooks.co...,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srlmadbbagevata,1,0.6,roman,Srlmadbbagevata,Mixed,Name/epithet requiring verification,Unknown,Page 277,Part 6,"ng all the hermitages and taking a holy plunge in all the rivers is not as sanctifying unto men as Srlmadbbagevata. 52. Wherever there is Srfmadbhlgavata, 0 Four-faced One, I go to that place like a c...",sacred_place,"Pattern: sa, Important: False, Confidence: 0.6"
Srlmadbblgavata,1,0.6,roman,Srlmadbblgavata,Mixed,Name/epithet requiring verification,Unknown,Page 295,Part 6,"knowledge of Krt1.1a from Srimadbhagavata. 51. Therefore. for the sake of these, I shall expound Srlmadbblgavata. In this matter you should assist me. Sri Sota said: 52a. On hearing it, VitJ'.IUrlta b...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srlnapr,1,0.6,roman,Srlnapr,Mixed,Name/epithet requiring verification,Unknown,Page 108,Part 3,hough the author's list acnerally mentions placts in Tamil Nadu. 5. Takht-1-Sulaiman mountain near Srlnapr in Kashmir (De 129). Downloaded from https://www.holybooks.com,sacred_place,"Pattern: sa, Important: False, Confidence: 0.6"
SrlTq,1,0.6,roman,SrlTq,Mixed,Name/epithet requiring verification,Unknown,Page 181,Part 6,"ou acquired (a share in) their merits. Due to that you have been spared suffering in these hells. SrlTq-,,;,11 said: 26b-27. After showing the hells to him thus, Pretapa took Dhandvara to the world of",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srn,1,0.6,roman,Srn,Mixed,Name/epithet requiring verification,Unknown,Page 299,Part 11,"oyal abode, it is filled with water that dispels sluggishness. 70. In front of that palace is my Srn,gii:rama?J,<!,apa (Pavil- ion for enjoyment, elegant dress and makeup etc.). This should be known",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srncr,1,0.6,roman,Srncr,Mixed,Name/epithet requiring verification,Unknown,Page 295,Part 6,"was seen. 48. After requesting Kr,r:ia for his stay in heaven, Brahmi and others went away. Then Srncr,J'.la himself gave me that secret in Bblgavata. 49. In front of the root of Alvattba (Pippla tre",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srngaberas,1,0.6,roman,Srngaberas,Mixed,Name/epithet requiring verification,Unknown,Page 250,Part 12,"V.i.60.5~2 241 filled with ghce and sugar, varieties of cucumber, Srngaberas (ginger) with radish, and various kinds of vegetables. ripe and unripe mangoes separately etc. Al",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srngaverapura,1,0.6,roman,Srngaverapura,Mixed,Name/epithet requiring verification,Unknown,Page 364,Part 19,"ana in Srisaila (Karnul, Andhra); 95. Mahadeva in Plak~apura; Vedhaniisana in Kapa.la; Sauri in Srngaverapura (Singraur on Ganga; Allahabad Dist.), and Cakradharaka in Nimi,a; 96. Virf.tpak.,ain Nandi...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srngavin,1,0.6,roman,Srngavin,Mixed,Name/epithet requiring verification,Unknown,Page 311,Part 2,"thousand Yojanas in width. There are three mountains to the north of Meru, 1 viz. Nila, Sveta and Srngavin. Milyavin is to the east of Meru and the mountain named Gandha to the west.• Thus the mountai...",sacred_place,"Pattern: sa, Important: False, Confidence: 0.6"
Srogiresvara,1,0.6,roman,Srogiresvara,Mixed,Name/epithet requiring verification,Unknown,Page 14,Part 20,761 358. Greatness of Koµsvara 762 359. Greatness ofNi.riy.al)a Tirtha 762 360. Greatness of Srogiresvara 762 361. Greatness of Mirka1:uJesvara 763 362. Koµhrada-Mal)(Jiikesvara 763 363. Greatness of,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sroi,1,0.6,roman,Sroi,Mixed,Name/epithet requiring verification,Unknown,Page 171,Part 3,"missile, small sword, spike, Sakti, mace, discus, Toma- ras (•iron clubs'), Phalaka ('arrow-tip'), Sroi ('hooklike goad'), axe, Bhio9ipala ('sling-like instrument hurling missiles'), Patµsa ('sharp-ed...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srotra,1,0.6,roman,Srotra,Mixed,Name/epithet requiring verification,Unknown,Page 389,Part 18,"tongue). Orn, obeisanet· to <:ak~1H ( c·yt·). Om, ohl'i!o,ann· to TtHlk (skin). Orn, oheisarH.e to Srotra (ear). Om, obe1sanct· 10 (;nndlza (odour) Om, obt'i~an<t' 10 Ra.rn (ta'itl'). Om. obt'i- sanc....",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srotriy,1,0.6,roman,Srotriy,Mixed,Name/epithet requiring verification,Unknown,Page 599,Part 2,"Sparlas 43 Sriddha 32, 469 Sraddhi, three types of 32 Srivana491 Srimlia 18 Spigavin 305,306 Srotriy• 48 Srutadhara 308 Sruvahasta 118 Staff 257 Stambha 23 Stalhbhattrtha 53,322,510 593 Stllbbb",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srova,1,0.6,roman,Srova,Mixed,Name/epithet requiring verification,Unknown,Page 232,Part 15,s offered by Bhrgu in the Yajna of that Vivaha (marriage)? Who became the holder of the Srulc and Srova (sacrificial ladles and vessels)? Who were the Rtviks and who were the members of the sacrificia...,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srrigi,1,0.6,roman,Srrigi,Mixed,Name/epithet requiring verification,Unknown,Page 279,Part 15,"The Greatness a_/ Srii,gi Tirtha Sn Marka'IJl!,eya said: 1-2. Thereafter, one should go to tht"" Srrigi Tirtha that accords salvation unto all embodied beings. 0 great king, thert' is no doubt about th",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srst,1,0.6,roman,Srst,Mixed,Name/epithet requiring verification,Unknown,Page 480,Part 11,"2fi3 Srestha 203 Srikar;itha 195, 250, 422 Srikunda Tirrh.a 209 Srimadhava 101 Srimukhi 253 Srst1ganefa 57 staying in Kasi unul de.1th 26 Sthala Lmga 202 Sthar:iu 191 Sthuladanta 56 Sthulaj",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srtdevi,1,0.6,roman,Srtdevi,Mixed,Name/epithet requiring verification,Unknown,Page 458,Part 2,"r transgress the bounds laid down by Skanda. Alway grant boon to those who propitiate you thus."" Srtdevi said: 101. Hpeople propitiate me thus on the New-Moon day in the month of Vaisakha by means of ...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
SrtkrtJJB,1,0.6,roman,SrtkrtJJB,Mixed,Name/epithet requiring verification,Unknown,Page 271,Part 6,of sins. It shall be sprinkled (and put out) with the drops of water issuing from the cloud named SrtkrtJJB• 45. Why should there be any fear of the serpent of Kali that has very sharp fangs? He will ...,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
SrTmadbblgtlvata,1,0.6,roman,SrTmadbblgtlvata,Mixed,Name/epithet requiring verification,Unknown,Page 277,Part 6,"d who is delighted in his mind (on hearing) my stories. 54. If a man does not stand up on seeing SrTmadbblgtlvata, the meritorious scripture, 0 son, his merit for the whole yeu perishes. 55. If a man ...",divine_relation,"Pattern: sa, Important: False, Confidence: 0.6"
SrTmadbldgavata,1,0.6,roman,SrTmadbldgavata,Mixed,Name/epithet requiring verification,Unknown,Page 277,Part 6,"ta, the meritorious scripture, 0 son, his merit for the whole yeu perishes. 55. If a man honours SrTmadbldgavata on seeing it by standing up and bowing down to it, by seeing him I derive matchless ple...",divine_relation,"Pattern: sa, Important: False, Confidence: 0.6"
SrtmadlJhlaavata,1,0.6,roman,SrtmadlJhlaavata,Mixed,Name/epithet requiring verification,Unknown,Page 313,Part 6,"ndhyl pnyen 213 !IAklta 218 Satlkhocldhlm 209 S1nt1 204 SifttipnidlyinT 204 Sarvatobhldra 246 SrtmadlJhlaavata 265 !rtmaddlmodara 263 Sudaruna 21 I Supruannl 204 Svutivlcana 248 lhousand names 234, 25...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srtman,1,0.6,roman,Srtman,Mixed,Name/epithet requiring verification,Unknown,Page 253,Part 2,"a (slayer of enemies), Sarvamodana (delighter of all), 139. A~vaya (immutable), Amara (immortal), Srtman (endo- wed with glory), Unnata (lofty one), .Agnisarnbhava (born of Agni), Piliiearaja (king of...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srtniviisa,1,0.6,roman,Srtniviisa,Mixed,Name/epithet requiring verification,Unknown,Page 53,Part 4,s accompanied by Dharao.i who had adorned her daughter adequately. CHAPTER EIGHT The Marriage of Srtniviisa and Padmo.vatl LAIC~Mi AND OTHERS Al>oR.N SRiNIVASA FOR THE MARITAL RITES Sri Yaraha said: 1...,divine_relation,"Pattern: sa, Important: False, Confidence: 0.6"
Srtnorada,1,0.6,roman,Srtnorada,Mixed,Name/epithet requiring verification,Unknown,Page 327,Part 2,"isten intelligently to the Prakrta ('that of Pralqti') again. Thus is the arrangement of Brahma. Srtnorada said: 67. There was one named i'8bha1 whose name, 0 son of 1. g,abha is the first Tlrthankara...",divine_relation,"Pattern: sa, Important: False, Confidence: 0.6"
Srtt,1,0.6,roman,Srtt,Mixed,Name/epithet requiring verification,Unknown,Page 262,Part 12,"(self-born), Caturanana (four-faced), 85. Prajapati-para}:l Dak,a (Dak~a, the great patriarch), Srtt.ikarta (creator of the world), Prajakara (creator of sub- jects), Marici, Kasyapa, Vatsa (v.l. Dak,",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
SrTvatsa,1,0.6,roman,SrTvatsa,Mixed,Name/epithet requiring verification,Unknown,Page 225,Part 6,large as the petals of a lotus. He is characterized by all good features (or symbols on the body). SrTvatsa and Kaustubha shine on his chest. He is dressed in yellow robes. He is endowed with wonderfu...,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srucahasta,1,0.6,roman,Srucahasta,Mixed,Name/epithet requiring verification,Unknown,Page 363,Part 19,n Citrakiita and Vartiha in Vindhyaparvata; 86. Surosrqlha in Ganga dvira; Sankara in Himavanta; Srucahasta in Dehika; Padmahasta in Arbuda (Mt. Abu); I. Ramn.agar in Rohil Khanda (Uttar Pradesh) 2. K...,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srulc,1,0.6,roman,Srulc,Mixed,Name/epithet requiring verification,Unknown,Page 232,Part 15,aqir;ia was offered by Bhrgu in the Yajna of that Vivaha (marriage)? Who became the holder of the Srulc and Srova (sacrificial ladles and vessels)? Who were the Rtviks and who were the members of the ...,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srulis,1,0.6,roman,Srulis,Mixed,Name/epithet requiring verification,Unknown,Page 401,Part 11,". He composed a work entitled Mahabharata that can be called the innermost secret (essence) of the Srulis, Smrtis and Purat)as and which is the most fascinating one. It subdues all sins. It gives perf...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srutabodha,1,0.6,roman,Srutabodha,Mixed,Name/epithet requiring verification,Unknown,Page 275,Part 12,"ya ( one resorting to Ga\uJaka), Srutadeva, Sruta (renowned), Sravi (one who makes others listen), Srutabodha (of well-known enlightenment). Srutasravas (one whose fame is well-known), 198. Kalki, Kil...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srutairava,1,0.6,roman,Srutairava,Mixed,Name/epithet requiring verification,Unknown,Page 132,Part 19,"ies; was reborn as son of the saintly king Damagho,a. His manliness was well-known. He was born of Srutairava as Sisupila and became king of C..edi (modem Bundelkhand, Madhya Pradesh). Kaikasi gave bi...",divine_relation,"Pattern: sa, Important: False, Confidence: 0.6"
Srutairavi,1,0.6,roman,Srutairavi,Mixed,Name/epithet requiring verification,Unknown,Page 413,Part 20,"a 41 Someivara 45, 55, 245 Soa;aa 22 Srngireivara 762 Srngeivara 761 Srotriya 556 • Sruta SU Srutairavi 121 Stavarija !185 Subhadri 191, 196 Sucaka 557 suci 556 Sudariana 420 Suddhi 516 Sudra 121,",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srutak,1,0.6,roman,Srutak,Mixed,Name/epithet requiring verification,Unknown,Page 92,Part 7,"s, and then attain the greatest region of Vit1,1u. CHAPTER SEVENTEEN Story of Dantila and Kohala Srutak""irti said: l. 0 bestower of honour, I am not fully satisfied on hearing about all holy rites of",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srutakalpa,1,0.6,roman,Srutakalpa,Mixed,Name/epithet requiring verification,Unknown,Page 19,Part 19,"ha attains the region of Vi~Q.U. 35. Vayu recounted the holy rites and virtues in the con- text of Srutakalpa as the background. This Purar:ia is Vayat1iya J>ura7J,r1,. It contains Rudramahatmya also....",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srutakirt,1,0.6,roman,Srutakirt,Mixed,Name/epithet requiring verification,Unknown,Page 365,Part 7,"11, 11 Smrtis, 93 son, 9 Sriddha, I 19 Sriddha ntes, 11 S Sravana, 67 Srutadeva, 20, 26, 136 Srutakirt1, 19 Stalhba, 89 stories of Vi~nu, 66, 69, Jl7, 118 story of a bitch, I 26 story of burning of",divine_relation,"Pattern: sa, Important: False, Confidence: 0.6"
Srutasravas,1,0.6,roman,Srutasravas,Mixed,Name/epithet requiring verification,Unknown,Page 275,Part 12,"Sruta (renowned), Sravi (one who makes others listen), Srutabodha (of well-known enlightenment). Srutasravas (one whose fame is well-known), 198. Kalki, Kilakala (reckoning the time), Kalka (Kalki), D...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srutinandi,1,0.6,roman,Srutinandi,Mixed,Name/epithet requiring verification,Unknown,Page 310,Part 10,vows) 955. Suddhavidyi (One with pure knowledge) 954. Subhivarti (Having auspicious eddies) 955. Srutinandi (One by whom bliss is heard and realized) 956. Sruti-stuti (One whose eulogy is through Vedi...,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srutipilraga,1,0.6,roman,Srutipilraga,Mixed,Name/epithet requiring verification,Unknown,Page 51,Part 9,elibacy. 127. A traveller is to be considered a guest if he is an Anucana ('student of Vedas') or Srutipilraga ('one who has mastered the Vedas'). These two deserve the respect of householders who des...,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srutirava,1,0.6,roman,Srutirava,Mixed,Name/epithet requiring verification,Unknown,Page 234,Part 11,nose; may .Jaya protect the upper lip; and may Vijaya protect the region of lower lip. 58. May Srutirava protect the pair of our ears; may Sri protect the row of teeth; may Cai:icJi protect the pair o...,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srutisvara,1,0.6,roman,Srutisvara,Mixed,Name/epithet requiring verification,Unknown,Page 369,Part 10,"nhesvara is the waist and Madhyamesvara is the navel. 171. Mahadeva is the Kaparda (matted hairs). Srutisvara is the crest,:jewel. Candresa is the heart thereof. The Atman (Aharilkara-ego) is the grea...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srutl,1,0.6,roman,Srutl,Mixed,Name/epithet requiring verification,Unknown,Page 7,Part 2,"on, viz. Kedlrakhagfw1a. Both Kedlrakhanc;la and Kaumiriklkhaa,da have their own independent Phala-Srutl verses. Even stylistically the authors or these sections appear different unless we suppose tha...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Srutls,1,0.6,roman,Srutls,Mixed,Name/epithet requiring verification,Unknown,Page 347,Part 2,"e Veda. If this is spoken by you in accordance with the utterances of the (school ot) atheism, do Srutls, scriptures and Pura,.,as be- come useless on account of this? Formerly Brihmaoas beginning wit...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
SrUuka,1,0.6,roman,SrUuka,Mixed,Name/epithet requiring verification,Unknown,Page 315,Part 6,"'187 spotof~215 IJ'Otl of the ,ports rn Srava,:ui 'JB7 Sm;umukhyu m Srlmadbhlgavata 281, 286 SrUuka 285 stay in the same region 283 Sub 289 Sub and Pa~it 287 Sub type of listener 287 sustenance",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
StAala,1,0.6,roman,StAala,Mixed,Name/epithet requiring verification,Unknown,Page 73,Part 12,"med in the Avan,,•- Klu,,µ/.a. It appears that the name •oasisvamedha' is popular in Puril)as as a StAala Puni~ like Kar11vira Malult,,,1a claims one at Kolhapur. 2. The stol')' is a contribution of t...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Stabaka,1,0.6,roman,Stabaka,Mixed,Name/epithet requiring verification,Unknown,Page 234,Part 6,"). JayantI (Sesbania aegyptiace), VijayA (a variety of the fonner) ( Tenninalia chebula), Kubjaka Stabaka (Traps bispinosa), Kan;tikira (Cathartocarpu.'i fistula), Kurar,!aka (YelR>w Amaranth), Carhpa...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Stabaluu,1,0.6,roman,Stabaluu,Mixed,Name/epithet requiring verification,Unknown,Page 318,Part 15,"dred nineteen Tirthas mentioned one by one. Two hundred fourteen Tirthas have been grouped in the Stabaluu (bunches) . These Tirthas are Saivas (pertaining to Siva). 0 excellent ones, listen to the Va...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
STaddha,1,0.6,roman,STaddha,Mixed,Name/epithet requiring verification,Unknown,Page 368,Part 10,"yearn for heaven till today. By taking the holy dip here, propitiating the Pitrs and perform- ing STaddha in accordance with the injuctions, even a man committing evil deeds can avoid seeing hells. Th...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Stadlbhesvara,1,0.6,roman,Stadlbhesvara,Mixed,Name/epithet requiring verification,Unknown,Page 302,Part 2,"acres around the present area of the chowk of Cam bay. Pratijftesvara (Ch. 33), KumAresa (Ch. 34), Stadlbhesvara (Ch. 35) men- tioned previously and Siddhdvara mentioned herc--all are situated within ...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Stado,1,0.6,roman,Stado,Mixed,Name/epithet requiring verification,Unknown,Page 213,Part 13,"Stado&iu • 9-19. The excellent Gu.ia saw Nirada, eagerly holdin1 the Vi,.;ai in his hand, coming out o",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Stalhba,1,0.6,roman,Stalhba,Mixed,Name/epithet requiring verification,Unknown,Page 365,Part 7,"93 son, 9 Sriddha, I 19 Sriddha ntes, 11 S Sravana, 67 Srutadeva, 20, 26, 136 Srutakirt1, 19 Stalhba, 89 stories of Vi~nu, 66, 69, Jl7, 118 story of a bitch, I 26 story of burning of Kima, 32 17",divine_relation,"Pattern: sa, Important: False, Confidence: 0.6"
Stalhbhatirtha,1,0.6,roman,Stalhbhatirtha,Mixed,Name/epithet requiring verification,Unknown,Page 516,Part 2,"will remain unknown and in a ruined condition on account of this egotism. 37. It may be known as Stalhbhatirtha, since it has become boastful. Even Brahma obtained the (evil) consequence of boast- ful...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Stalhbhattrtha,1,0.6,roman,Stalhbhattrtha,Mixed,Name/epithet requiring verification,Unknown,Page 599,Part 2,"Srimlia 18 Spigavin 305,306 Srotriy• 48 Srutadhara 308 Sruvahasta 118 Staff 257 Stambha 23 Stalhbhattrtha 53,322,510 593 Stllbbbda 3 Stanayitous 123 Sthil}u 117,257 Sthiti198 Strirljya 331 Subabhtul",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Stamb,1,0.6,roman,Stamb,Mixed,Name/epithet requiring verification,Unknown,Page 8,Part 2,"t sages. It has been adored by all the Devas, Sages and Manes. 5. ""If a man resorts to Madhvacara-Stamb/,a .. Tirtha1 (Siidh- vacaro-Stombho-Tlrtha) his residence will invariably be in Brah- maloka li...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Stambhani,1,0.6,roman,Stambhani,Mixed,Name/epithet requiring verification,Unknown,Page 546,Part 10,"sint words ·.55 spiritual powen 46! Sriddha and Tarpaoa 58 &I &ila 7. 54. 59, 250 Sripanata 55 Stambhani 464 stars, world of 144 staying at Avimukta for a mo•th 252 staying at Avimukta for a year 252",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Stambhatlrtha,1,0.6,roman,Stambhatlrtha,Mixed,Name/epithet requiring verification,Unknown,Page 518,Part 2,"arada). On being bidden farewell by Narada and others he went to Dvaraka. l. Popular etymology of Stambhatlrtha, modern Khambayat (CambaY). The fact is that the first settlement of Saivite Bralunins w...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Stambhatrrtha,1,0.6,roman,Stambhatrrtha,Mixed,Name/epithet requiring verification,Unknown,Page 518,Part 2,"in pillar-like well-protected cliffs, stambha from Val. Skambha meaning •a pillar•. Hence the name Stambhatrrtha, •The holy pJace of the pillar'. VV 57-60 are only a poetic explanation. Starhbha impli...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Stambhelvara,1,0.6,roman,Stambhelvara,Mixed,Name/epithet requiring verification,Unknown,Page 300,Part 2,"294 CHAPTER THIRTYFIVE Greatlless of Stambhelvara1 Niirada said: Skanda Pural)a 1. Kumaresa was installed here by Kumara. Thereupon, Suras bowed",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Stambhoccafanakrt,1,0.6,roman,Stambhoccafanakrt,Mixed,Name/epithet requiring verification,Unknown,Page 267,Part 12,"le breaker of Yantras and Mantras), 123. Marar:ia (slayer), Mohana (enchanter), Mohin (delud- er), Stambhoccafanakrt (one who paralyses and extirpates by magic), Khala (roguish), Bahumaya (having many...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Stambhtl,1,0.6,roman,Stambhtl,Mixed,Name/epithet requiring verification,Unknown,Page 42,Part 19,"mothers). These ten, viz. Krim<l(love). Krodha (anger), Lobha (covetousness), Dambha (hypocrisy), Stambhtl (arrogance), Matsara (rivalry), Nidrii, (sleep), Tandra (lethargy), Alasya (sloth) and Paisun...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Stanayitnus,1,0.6,roman,Stanayitnus,Mixed,Name/epithet requiring verification,Unknown,Page 129,Part 2,"g Devas (i.e. prominent Deva) was the son of Bhinu. Vidyota was born of Lamba. From him were born Stanayitnus. ~akata was the son of Kakut fro1n whom the son Kikafa was born. From Bhil (Bhiimi), Durga...",divine_relation,"Pattern: sa, Important: False, Confidence: 0.6"
